id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
51165640,Private basement bedroom with queen bed,36675333449,verified,Natalia & Gustavo,Brooklyn,East Flatbush,40.64798,-73.94492,United States,US,True,flexible,Private room,2021.0,$481 ,$96 ,7.0,7.0,5/18/2019,0.23,4.0,2.0,348.0,- Check out by 10am,
8666708,Private Room For 1 w/ Separate Entrance Student / Intern / Traveler,7452047075,verified,Rita,Staten Island,Concord,40.60077,-74.07788,United States,US,False,moderate,Private room,2012.0,$77 ,$15 ,4.0,73.0,5/1/2019,2.1,5.0,4.0,100.0,No outdoor shoes within the apartment and loud noises.,
11788860,Private Studio Apartment in Bushwick,45769603241,unconfirmed,Mary,Brooklyn,Bushwick,40.69636,-73.92482,United States,US,True,moderate,Entire home/apt,2004.0,$160 ,$32 ,2.0,19.0,12/29/2018,0.62,3.0,1.0,0.0,#NAME?,
10979188,"Clean, cozy, comfortable private room. Perfect Loc",92695096588,unconfirmed,Joy,Brooklyn,Crown Heights,40.67564,-73.94798,United States,US,True,strict,Private room,2018.0,$519 ,$104 ,3.0,29.0,3/19/2019,0.84,3.0,2.0,365.0,,
27429996,Cozy Private Studio in Queens New York,77926833466,verified,Freddy,Queens,East Elmhurst,40.75971,-73.86607,United States,US,False,moderate,Entire home/apt,2010.0,$878 ,$176 ,2.0,2.0,7/4/2019,2.0,4.0,1.0,135.0,,
22245003,"Cozy, Light and Calming East Village apartment",96483455196,unconfirmed,Ryan,Manhattan,East Village,40.72809,-73.98028,United States,US,True,flexible,Entire home/apt,2015.0,"$1,171 ",$234 ,7.0,0.0,,,5.0,1.0,0.0,"According to general house rules: no smoking, pets are not allowed in the complex. ",
5129226,"Sunny Apt, park view - Jeffreson L",6552307426,verified,Josh,Brooklyn,Bushwick,40.70336,-73.92416,United States,US,False,moderate,Entire home/apt,2021.0,$950 ,$190 ,5.0,0.0,,,5.0,1.0,231.0,Our home is well cared for and loved. We would love to invite people who respect personal spaces and enjoy an exotic looking home. Please note that our home is a non-smoking home.,
50538780,900 sq. ft. Artist Loft in the Heart of Brooklyn,97911899283,unconfirmed,Aurora And John,Brooklyn,Bedford-Stuyvesant,40.69533,-73.95439,United States,US,True,flexible,Entire home/apt,2007.0,$248 ,$50 ,2.0,14.0,11/27/2017,0.46,3.0,1.0,0.0,,
56761544,"Master Suite in Lovely, Sunny DUMBO Apartment",15628832161,unconfirmed,Allie,Brooklyn,Navy Yard,40.70095,-73.98006,United States,US,False,strict,Private room,2009.0,$141 ,$28 ,1.0,50.0,5/30/2019,1.87,2.0,3.0,29.0,#NAME?,
48027472,Gorgeous 1 BR on Upper East Side,44906038320,verified,Brian,Manhattan,Upper East Side,40.77346,-73.9559,United States,US,False,strict,Entire home/apt,2020.0,$914 ,$183 ,7.0,8.0,9/20/2018,0.22,1.0,1.0,290.0,"No smoking in the apartment, in the foyer or outside the building at any time. No pets. No parties.",
19432139,Pent House Studio Minutes From Manhattan,75913506328,unconfirmed,Sean,Brooklyn,Flatbush,40.65401,-73.96212,United States,US,False,strict,Entire home/apt,2021.0,$979 ,$196 ,1.0,22.0,3/24/2019,1.8,3.0,1.0,93.0,please be quiet and respectful of the other renters,
25392561,Extra Luxury Loft with private elevator & terrace,63043781098,unconfirmed,Oleg,Manhattan,Hell's Kitchen,40.75634,-73.99445,United States,US,True,moderate,Entire home/apt,2021.0,$892 ,$178 ,2.0,2.0,5/9/2019,0.94,5.0,1.0,292.0,,
12853694,"Private, Clean, 1.5 Bedroom Apt",8274658160,unconfirmed,Alyssa,Manhattan,Morningside Heights,40.80338,-73.9636,United States,US,True,flexible,Entire home/apt,2014.0,$711 ,$142 ,1.0,19.0,2/15/2018,0.66,3.0,1.0,0.0,,
29312786,beautiful private full size bed / shared bath,30105331806,unconfirmed,Marie,Queens,St. Albans,40.69053,-73.75066,United States,US,False,flexible,Private room,2009.0,$265 ,$53 ,1.0,8.0,2/27/2022,2.03,4.0,3.0,365.0,,
56331302,1 Bdrm Deluxe located in Wyndham Midtown 45 Resort,94483519893,verified,Chayla,Manhattan,Midtown,40.75356,-73.97155,United States,US,True,strict,Private room,2008.0,$143 ,$29 ,3.0,1.0,12/6/2016,0.03,4.0,12.0,365.0,• Check-in time is 3PM. • Check-out time 12PM No loud parties. Please leave the apartment as you found it,
23183913,Amazing BR w/ Private Bath near subway & Manhattan,71358328818,unconfirmed,Kazuya,Queens,Woodside,40.74524,-73.90637,United States,US,True,strict,Private room,2018.0,$216 ,$43 ,30.0,0.0,,,4.0,103.0,269.0,,
9773517,"Prime location, close to everything. Females only",12992233702,unconfirmed,David,Manhattan,Upper West Side,40.78528,-73.97623,United States,US,True,moderate,Private room,2004.0,$551 ,$110 ,30.0,3.0,12/2/2016,0.09,2.0,10.0,21.0,,
19065412,Spacious and convenient Harlem Guest Room.,53375888570,unconfirmed,Crystal,Manhattan,Harlem,40.82823,-73.93925,United States,US,True,moderate,Private room,2014.0,$610 ,$122 ,5.0,17.0,6/30/2019,1.36,2.0,1.0,119.0,,
24411676,Pleasant 1BR in Midtown East by Sonder,3314464104,verified,Sonder (NYC),Manhattan,Theater District,40.75731,-73.98326,United States,US,False,flexible,Entire home/apt,2014.0,$621 ,$124 ,29.0,1.0,6/13/2019,1.0,5.0,327.0,343.0,No smoking in the house or on the decks. Please do not leave cigarette butts on the property. Two-night minimum stay.,
34332089,2 BR apt Lower East Side,13451846119,unconfirmed,Alex,Manhattan,Lower East Side,40.71871,-73.99033,,US,True,strict,Entire home/apt,2006.0,$820 ,$164 ,5.0,1.0,12/26/2021,0.43,4.0,4.0,294.0,,
53839877,ARTIST SPACE,80344716846,verified,Fallon,Brooklyn,Bushwick,40.69133,-73.90538,United States,US,True,strict,Private room,2008.0,"$1,037 ",$207 ,4.0,6.0,9/22/2018,0.47,3.0,1.0,0.0,,
30516248,"Cozy Near LGA, Center of Queens RM1",48860548288,unconfirmed,Zahir,Queens,East Elmhurst,40.77462,-73.87086,United States,US,False,strict,Private room,2006.0,$814 ,$163 ,1.0,308.0,2/17/2022,6.6,4.0,8.0,349.0,,
5611384,"Cozy ""Jr."" 1B, historic brownstone",59412125813,verified,Seth,Brooklyn,Crown Heights,40.67699,-73.95179,United States,US,False,moderate,Entire home/apt,2016.0,$52 ,$10 ,1.0,5.0,1/1/2016,0.1,4.0,1.0,299.0,,
31027678,Studio Apartment Full Bath 15 Minutes From JFK,86534073396,verified,Radhames,Brooklyn,Cypress Hills,40.68909,-73.87055,United States,US,False,strict,Entire home/apt,2022.0,$839 ,$168 ,2.0,119.0,2/13/2022,2.96,3.0,2.0,281.0,,
50384136,Williamsburg/Bedstuy Creative Loft,39028117134,verified,Nkoli,Brooklyn,Williamsburg,40.70005,-73.95101,United States,US,False,flexible,Entire home/apt,2006.0,$863 ,$173 ,1.0,1.0,10/6/2018,0.11,1.0,1.0,88.0,,
4824909,"Modern, Bright, One Bedroom",68709571326,verified,Solomon,Manhattan,Lower East Side,40.71316,-73.9916,United States,US,False,flexible,Entire home/apt,2011.0,$635 ,$127 ,3.0,38.0,6/7/2019,0.81,2.0,1.0,384.0,1) No Smoking in property!!!  2) Do not slam doors!!! Close lightly Please!!! 3) No Shoes in house (except slippers) 4) Quiet down AFTER 10PM.,
48541663,"Bright, inviting room-quick to NYC, females only.",56196924997,verified,Jennifer,Queens,Woodside,40.75266,-73.90336,United States,US,False,moderate,Private room,2006.0,"$1,049 ",$210 ,5.0,9.0,6/22/2019,0.29,4.0,2.0,387.0,Check-in after noon before 8pm. Check-out 11am.  No smoking or pets permitted in the unit.,
19113462,"Centrally located from LGA, Manhattan & more",70051592338,unconfirmed,Helen,Queens,Sunnyside,40.74432,-73.91741,United States,US,False,flexible,Private room,2019.0,$312 ,$62 ,2.0,0.0,,,4.0,1.0,66.0,,
14232787,"Cozy Room, on a Park-themed-Iike Island",20827075655,unconfirmed,Ladi,Manhattan,Roosevelt Island,40.76178,-73.94889,United States,US,True,flexible,Private room,2004.0,$960 ,$192 ,3.0,24.0,5/26/2019,1.13,5.0,2.0,190.0,,
26681077,Sunny room in prime location,46818459382,unconfirmed,Yasmeen,Queens,Long Island City,40.74774,-73.94757,United States,US,False,strict,Private room,2021.0,$371 ,$74 ,2.0,0.0,,,4.0,2.0,4.0,"Please expect to share the apartment with guests having various backgrounds. Be respectful and decent, also enjoy interacting with each other. Please dress descent in the house especially in and out of the shower.",
8640750,Studio in West Village/Cornelia St,73412316523,unconfirmed,Sam,Manhattan,West Village,40.7327,-74.00341,United States,US,False,flexible,Private room,2003.0,$730 ,$146 ,1.0,0.0,,,1.0,1.0,335.0,,
56469377,NYC from Astoria Queens,66080498151,unconfirmed,Ana,Queens,Ditmars Steinway,40.77307,-73.91822,United States,US,True,flexible,Private room,2020.0,$346 ,$69 ,3.0,3.0,4/19/2019,0.1,1.0,2.0,343.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
5065159,Great Space in Williamsburg's Heart,92479846078,unconfirmed,Luca,Brooklyn,Williamsburg,40.71551,-73.9436,United States,US,True,flexible,Private room,2009.0,$736 ,$147 ,1.0,0.0,,,4.0,2.0,367.0,"Absolutely no smoking inside No pets Family friendly! Our home media center is connected to the TV, giving you access to our library of hundreds of movies and shows, including a kid friendly selection Nespresso and a Keurig machines are available for you to make espresso and coffee. We also have a selection of teas. Our yard, shared with two other units, is also available, and features a grill and a table with seating Parking on the street requires an adhesive residential permit. We have free off street parking, which will save you from a ticket There is a fourth, crib size mattress and a bassinet available should you need them Laundry is coin operated and available in the basement",
43367717,Newly Renovate 2 Bedroom Apartment in Central Area,97706575002,unconfirmed,(Mary) Haiy,Brooklyn,Bay Ridge,40.63461,-74.02451,United States,US,True,flexible,Entire home/apt,2018.0,$465 ,$93 ,1.0,188.0,6/24/2019,5.81,2.0,1.0,295.0,,
13057493,Quiet Private Room in Brooklyn,69936242522,verified,Stephany,Brooklyn,Bushwick,40.6896,-73.90624,United States,US,False,strict,Private room,2017.0,$725 ,$145 ,2.0,83.0,6/22/2019,2.95,4.0,4.0,155.0,"Since I live in the apartment, I expect guests to respect the space and be quiet when coming in late.   No entertaining or overnight guests, please.",
14115147,Home away from home in Brooklyn!,23505330499,unconfirmed,Matthew,Brooklyn,Bedford-Stuyvesant,40.68776,-73.94936,United States,US,False,moderate,Private room,2011.0,$518 ,$104 ,1.0,0.0,,,2.0,1.0,0.0,#NAME?,
25808443,Chelsea Pines Inn - Hide Away Suite,88946868022,verified,Ejaz,Manhattan,West Village,40.73968,-74.00455,United States,US,True,strict,Private room,2016.0,$525 ,$105 ,1.0,0.0,,,2.0,4.0,269.0,We don't allow pets or smoking and would appreciate respect for our belongings and furnishings. FYI: We do have a non-shedding labradoodle which travels with us.,
34831368,Beautiful Brooklyn Apartment in Prospect Heights!,79915334234,verified,Carla,Brooklyn,Prospect Heights,40.68117,-73.96996,United States,US,False,moderate,Entire home/apt,2018.0,$962 ,$192 ,3.0,203.0,12/13/2021,3.54,3.0,1.0,21.0,,
5143034,1 BR Bohemian Oasis in Astoria,66277535563,verified,Alexandra,Queens,Astoria,40.76327,-73.92457,United States,US,False,strict,Entire home/apt,2011.0,$238 ,$48 ,1.0,7.0,10/22/2017,0.14,2.0,1.0,171.0,,
37274743,Totally renovated  plush apartment!,57343855989,unconfirmed,German,Brooklyn,Bedford-Stuyvesant,40.68738,-73.9404,United States,US,True,moderate,Entire home/apt,2020.0,$392 ,$78 ,4.0,2.0,4/27/2021,0.17,3.0,2.0,149.0,,
10406453,Modern 1 Bedroom 4FL w/Marble Bthr,41466696356,unconfirmed,Tny,Manhattan,Midtown,40.76071,-73.96469,United States,US,True,moderate,Entire home/apt,2016.0,$815 ,$163 ,30.0,8.0,3/12/2019,0.36,3.0,12.0,292.0,We love our home and enjoy sharing it with others. We hope you'll treat it as with as much care as we do. Our neighbors are friendly and quiet. We hope you'll fit right in.,
9178138,Private East village Studio NO roommates Full bath,61209204043,unconfirmed,John,Manhattan,East Village,40.73082,-73.98445,United States,US,True,moderate,Entire home/apt,2010.0,$938 ,$188 ,1.0,144.0,6/25/2019,3.55,3.0,1.0,5.0,"Each of us is working and/or going to school at the moment, so weekday guests are expected to respect a quiet period from 12am to 8am. On weekends, we almost always go out and encourage you to do the same! You're welcome to make noise in your room at a reasonable level, but we prefer that you wrap it up no later than 3am at the absolute latest on weekends.",
33787521,Modern new 2 bd available on one floor. Vaccinated,69485955288,unconfirmed,Troy,Brooklyn,Crown Heights,40.67653,-73.91664,United States,US,True,strict,Entire home/apt,2014.0,$151 ,$30 ,4.0,141.0,1/1/2022,2.47,5.0,1.0,141.0,,
1876732,Large pleasant room nr Central Park,10902226262,unconfirmed,Jo,Manhattan,Upper West Side,40.80155,-73.96569,United States,US,False,moderate,Private room,2017.0,$669 ,$134 ,1.0,5.0,5/19/2014,0.06,3.0,2.0,385.0,"3 nights minimum stay, no smoking or pets.",
16796564,Cozy & comfortable apt by Prospect Park,85843149867,unconfirmed,Jerry,Brooklyn,Flatbush,40.65229,-73.96551,United States,US,False,strict,Entire home/apt,2017.0,$962 ,$192 ,2.0,31.0,6/29/2019,1.67,4.0,1.0,24.0,#NAME?,
44217706,Spacious Duplex Apartment in South Williamsburg,63155395350,verified,Alex,Brooklyn,Williamsburg,40.71285,-73.96477,United States,US,True,strict,Entire home/apt,2019.0,$956 ,$191 ,4.0,42.0,6/17/2019,1.41,3.0,1.0,126.0,"1. Only the ORIGINAL OCCUPANTS at the time of booking are allowed to stay in the property overnight and secondly no additional guest will be brought in without prior authorization. 2. Excessive NOISE & DISTURBANCES, specifically on work nights (Sunday thru Thursday) are to be kept to a minimum after 10pm. On other nights of the week we ask that noise is kept to a controlled, restrained and respectable level do to the nature of this being a shared space. 3. SMOKING is not permitted in any of the inside premisses. You may smoke outside on the outdoor patio. 4. DAMAGES to the property and its contents (within the bedroom and the condo itself) will be subject to reinstitution in accordance to airbnb rules and regulations and may lead to the immediate dismissal from the property. 5. NO PETS allowed. 6. ENERGY: We are very energy-conscious, and ask that you turn off lights and other energy-using items when you leave the house for the day. 7. The CLEANING FEE covers the maintenance of the sha",
7952584,Studio in the Heart of WVillage,82189177046,unconfirmed,Michael,Manhattan,West Village,40.73702,-74.00633,United States,US,False,moderate,Entire home/apt,2021.0,$914 ,$183 ,1.0,5.0,4/16/2017,0.12,1.0,1.0,141.0,,
31409869,Elegant 4 Bedroom 2.5 Bath with Contemporary Charm,9725859218,unconfirmed,Charmine,Brooklyn,Crown Heights,40.67227,-73.93549,United States,US,False,flexible,Entire home/apt,2022.0,$117 ,$23 ,4.0,30.0,2/8/2022,0.71,5.0,3.0,83.0,,
27550949,Luxury 800sq ft loft in the heart of Little Italy!,52816789168,unconfirmed,Nick,Manhattan,Little Italy,40.71878,-73.99808,United States,US,False,flexible,Entire home/apt,2021.0,$55 ,$11 ,1.0,0.0,,,5.0,1.0,23.0,"Fresh linens and towels are provided. No smoking, no pets, and no small children allowed. Please be respectful of our neighbors and keep the noise level to a minimum. Please clean and keep the place neat. No more than 2 guests allowed and please do not bring visitors without first getting our permission. No parties. You are otherwise welcome to make yourselves at home.",
31037619,Two Bedroom Apartment with Kitchen and Four Beds.,30325768864,verified,Blanca,Manhattan,Hell's Kitchen,40.75728,-73.99496,United States,US,False,moderate,Entire home/apt,2008.0,$976 ,$195 ,2.0,92.0,2/13/2022,2.8,4.0,4.0,72.0,,
16351410,Prime Tribeca Loft,46209222791,unconfirmed,CRNY Monthly Rentals,Manhattan,Tribeca,40.72005,-74.00455,United States,US,True,moderate,Entire home/apt,2011.0,"$1,115 ",$223 ,30.0,0.0,,,5.0,31.0,179.0,"We ask that you are respectful of the space you are staying in. Please take off your shoes when you enter to help keep the space clean. Space heaters are available for use but should not be left on if you leave. The space is thickly insulated and sound proof so it retains heat very well. If you use the kitchen, please clean up after yourself. This is not a party house so please be respectful at late hours by not making tons of noise outside.",
54365114,Harlem Bliss,58013342534,unconfirmed,Irma,Manhattan,East Harlem,40.8018,-73.9413,,US,True,strict,Entire home/apt,2022.0,$652 ,$130 ,2.0,25.0,6/11/2019,2.06,4.0,1.0,6.0,"- Please treat this home as your own and respect the neighbors. No parties, smoking, or additional guests (other than the agreed upon).",
29234912,"1 OF A KIND.  Lux, bright midcentury style 1BR",26263550550,unconfirmed,Alex,Brooklyn,Bedford-Stuyvesant,40.69408,-73.95388,United States,US,True,strict,Entire home/apt,2015.0,"$1,121 ",$224 ,6.0,6.0,2/27/2022,1.09,5.0,1.0,100.0,,
37182509,12 East 86th St full furnished,62635056431,unconfirmed,Raymond,Manhattan,Upper East Side,40.78141,-73.95857,United States,US,True,flexible,Entire home/apt,2010.0,$964 ,$193 ,30.0,1.0,5/25/2021,0.1,2.0,3.0,0.0,,
8641302,Renovated Harlem Private Room,92687634315,verified,Matthew,Manhattan,Harlem,40.81699,-73.94254,United States,US,False,flexible,Private room,2008.0,$367 ,$73 ,1.0,15.0,10/28/2016,0.35,5.0,1.0,315.0,,
5452322,"Cozy room in a fun, low-key neighb!",43076711182,unconfirmed,Jesse,Brooklyn,Williamsburg,40.7137,-73.94214,United States,US,False,flexible,Private room,2012.0,$807 ,$161 ,14.0,0.0,,,5.0,1.0,48.0,,
34210583,Modern Luxury Loft nearby RUMC,72872383409,verified,Aicha,Staten Island,Tompkinsville,40.63371,-74.0928,United States,US,True,strict,Entire home/apt,2006.0,$635 ,$127 ,3.0,5.0,12/28/2021,0.45,3.0,10.0,316.0,,
4336676,Large studio in trendy Harlem,37797234681,unconfirmed,Travis,Manhattan,Harlem,40.80479,-73.9529,United States,US,True,moderate,Entire home/apt,2013.0,"$1,099 ",$220 ,1.0,8.0,4/12/2016,0.16,3.0,1.0,147.0,#NAME?,
38436230,Chelsea Studio w/ queen & full kitchen,4427902133,unconfirmed,Richard,Manhattan,Chelsea,40.74858,-73.99569,United States,US,False,strict,Entire home/apt,2010.0,$620 ,$124 ,30.0,2.0,3/14/2020,0.08,5.0,1.0,0.0,,
13132606,"☀️Private, cozy & quiet room in Inwood Manhattan☀️",24923412070,verified,Zhoe,Manhattan,Inwood,40.86857,-73.91577,United States,US,False,flexible,Private room,2011.0,"$1,183 ",$237 ,4.0,95.0,7/1/2019,3.65,2.0,1.0,323.0,"This place is about enjoying good times and the views, great place to take it all in. This is not a good set-up for children ages 1-13.",
3565665,Cozy but Cool:Huge 1bed in ❤️of NY,26676721081,unconfirmed,Lorna,Manhattan,Midtown,40.76016,-73.96597,United States,US,False,flexible,Entire home/apt,2006.0,$134 ,$27 ,4.0,5.0,10/9/2015,0.08,4.0,1.0,42.0,"The whole PENTHOUSE is available for events your caterer or one I can recommend.   But with my permission read on AND  s.v.p. plan in advance.   It's a ""quiet house"" so events like small graduation parties, corporate parties, small meet and greets are examples of good ideas for the space.   Bachelor parties, weddings, grooms dinners are not possible.   Although it's a good space for the Bride and Groom to stay if you plan to hold your reception at nearby venus.   THAT SAID, it's also a Quiet Spot on a quiet street in an historic (1860) neighborhood, ideal for professionals ""working-out-of -the-house, for authors, photographers, graduate students who need to study, or for people attending or presenting at conferences.     Check out is at 11am.      The apartment is completely private as is the patio...   The laundry room and mail room are both off the common foyer..    Please keep  TV, HULU,  Blu Ray DVD and music at a reasonable level between 7am and 11pm.      Maximum of two guests.  ",
40594066,Bright & Stylish Studio in the LES,60212506059,unconfirmed,Hester,Manhattan,Lower East Side,40.71767,-73.99004,United States,US,True,strict,Entire home/apt,2006.0,$547 ,$109 ,1.0,26.0,12/31/2016,0.54,5.0,1.0,0.0,,
56281043,Top Floor Views Great Apartment in Williamsburg,77652043814,verified,Tony,Brooklyn,Williamsburg,40.70969,-73.95252,United States,US,True,strict,Entire home/apt,2009.0,$706 ,$141 ,5.0,1.0,1/3/2019,0.16,2.0,1.0,0.0,,
54119341,Comfy Room for a NYC Stay,96675105090,verified,Ana,Queens,Woodside,40.74474,-73.90531,United States,US,True,moderate,Private room,2020.0,"$1,056 ",$211 ,1.0,10.0,5/27/2019,1.09,2.0,3.0,328.0,"There is no smoking and no pets allowed in the apartment. Please leave the apartment as you found it (dishes in the dishwasher, living room & kitchen tidy)",
24544228,Modern East Williamsburg Apartment,7820397955,unconfirmed,Hayley,Brooklyn,Williamsburg,40.71417,-73.94123,United States,US,False,strict,Entire home/apt,2020.0,$605 ,$121 ,3.0,4.0,6/16/2019,1.32,2.0,1.0,31.0,,
47013449,Sunny 1 bedroom apartment on quiet block,54537870583,unconfirmed,Fay,Brooklyn,Carroll Gardens,40.6802,-73.99739,United States,US,True,moderate,Entire home/apt,2011.0,"$1,024 ",$205 ,1.0,117.0,7/6/2019,5.31,3.0,1.0,15.0,"House Rules The house rules are an important part of staying in this condo.  You will be sharing a living space with other guests and a high level of consideration, respect, communication and tolerance is expected from you.  They are meant to make your stay more pleasant, to prevent conflicts and to protect the property of any damage.  If you feel there is something that needs to be addressed and that is not covered in these rules, please make sure you communicate that to the host. 1.  Toilet · The toilettes can only be used with toilet paper provided.  Any other material disposed of will cause the plumbing system to back up and create drainage problems.  No tissues, cotton balls, tampons, Q-tips cotton swabs or any kind of sanitary products are allowed down the toilets.  · Any plumbing work due to clogged toilets will be charged to the guests. 2. Noise and Quiet Hours · Quiet hours are from 10pm until 7am.  During quiet hours radios and stereos may be played at a level not to be heard",
28493725,"Great private room in Hell’s kitchen
TIMES SQUARE",51603059368,verified,Piero,Manhattan,Hell's Kitchen,40.75668,-73.99339,United States,US,True,flexible,Private room,2021.0,$98 ,$20 ,1.0,161.0,3/2/2022,3.21,2.0,6.0,302.0,,
49357410,Good Deal! Large Clean and Stylish 1Bedroom!,92738142954,verified,Alison,Brooklyn,Midwood,40.62803,-73.9675,United States,US,True,flexible,Entire home/apt,2019.0,$883 ,$177 ,3.0,6.0,12/31/2018,0.17,5.0,1.0,0.0,,
31841216,Lovely private  studio apartment in Brooklyn,76576561409,verified,Gabriela,Brooklyn,Bedford-Stuyvesant,40.69292,-73.93023,United States,US,True,moderate,Entire home/apt,2020.0,"$1,132 ",$226 ,29.0,1.0,2/1/2022,0.91,2.0,1.0,294.0,,
11335421,A Small Room With Futon Bed In A House In Brooklyn,28368514344,unconfirmed,Oates,Brooklyn,Prospect-Lefferts Gardens,40.65934,-73.95937,United States,US,True,flexible,Private room,2004.0,$562 ,$112 ,1.0,19.0,4/4/2017,0.55,5.0,2.0,0.0,"Absolutely no smoking inside the house, please! There is ample space to do so outside, but please keep our neighbors happy and dispose of butts properly. Also, please keep energy efficiency in mind and turn climate controls off/down when out as well as lights.",
33939403,"Cozy Sunlit Apt -3 bdrm, 1.5 bath, W/D, Wifi, TV",39086863953,verified,Keith,Brooklyn,Canarsie,40.64179,-73.90542,United States,US,False,moderate,Entire home/apt,2013.0,"$1,077 ",$215 ,4.0,5.0,1/1/2022,1.44,5.0,1.0,33.0,,
13335300,Private Room in a beautiful apartment!,90419433596,verified,Javier & Alejandra,Brooklyn,Bedford-Stuyvesant,40.69288,-73.93285,United States,US,True,flexible,Private room,2003.0,$651 ,$130 ,1.0,0.0,,,3.0,1.0,7.0,#NAME?,
22618358,Beauitful spacious Loft apartment,33518708294,unconfirmed,Oketo,Brooklyn,Bedford-Stuyvesant,40.69202,-73.95456,United States,US,True,moderate,Private room,2021.0,$846 ,$169 ,21.0,0.0,,,4.0,2.0,365.0,,
44641321,Adorable one bedroom next to Central Park,58877356610,verified,Amy,Manhattan,Upper West Side,40.7979,-73.96024,United States,US,True,flexible,Entire home/apt,2018.0,$974 ,$195 ,30.0,2.0,8/17/2017,0.08,5.0,12.0,216.0,"No smoking, no drugs, no parties, no pets. Please be polite and courteous.",
43234612,Upper West Side & CENTRAL PARK at your doorstep,1847711583,unconfirmed,Brandon,Manhattan,Upper West Side,40.79915,-73.96086,United States,US,True,flexible,Private room,2008.0,$589 ,$118 ,14.0,0.0,,,1.0,1.0,0.0,#NAME?,
43881356,CHARMING ROOM W/ ROOF DECK ACCESS 3 :),48139036818,unconfirmed,Graham And Ben,Brooklyn,Clinton Hill,40.69461,-73.96186,United States,US,True,moderate,Private room,2010.0,$395 ,$79 ,30.0,9.0,3/7/2019,0.29,4.0,11.0,263.0,Pets are not allowed ,
38996262,Beautiful modern room with private bathroom,12193849366,unconfirmed,Darin,Manhattan,Gramercy,40.73558,-73.98181,United States,US,True,flexible,Private room,2015.0,$754 ,$151 ,1.0,160.0,1/23/2022,2.1,3.0,1.0,242.0,,
15313086,Comfortable and pleasant fully furnished apartment,59210465487,unconfirmed,Bridge,Manhattan,Upper East Side,40.76128,-73.96236,United States,US,False,strict,Entire home/apt,2003.0,$886 ,$177 ,30.0,5.0,10/19/2018,0.25,5.0,8.0,306.0,"Our house is an eco-friendly, vegan, minimalistic one and we ask that guests adhere to the following guidelines: 1. No animal products such as eggs, dairy, meat, or by products are to be prepared in the kitchen.  These products may be wrapped and stored in the refrigerator in such a way that does not contaminate other foods. 2. Compost (red ceramic container next to the sink) all food waste and recycle (all paper, plastic and glass either in black bin in your room or white bin in the kitchen) before throwing something out.  We have a bin for donations if there is something you no longer need but does not easily recycle.  And please ask if you have any questions. 3. Shoes are not required to be removed but we do ask that any wet/muddy shoes and coats be removed at the door and hung up. 4. For long-term guests we will wash sheets once a week, please let us know if we should strip the bed or if you will leave these in the hamper. 5. Our check in time is any time after 5 PM, departure must",
38482071,LARGE & CONVENIENT private room in Brooklyn,36113979355,verified,Mamiko,Brooklyn,Bedford-Stuyvesant,40.69541,-73.93378,United States,US,True,moderate,Private room,2018.0,"$1,103 ",$221 ,4.0,83.0,3/11/2020,1.61,2.0,2.0,0.0,,
24749131,U W S Sunny Queen size bedroom near Columbia UNI*,9319861803,unconfirmed,David,Manhattan,Upper West Side,40.79658,-73.96118,United States,US,True,strict,Private room,2020.0,$873 ,$175 ,1.0,8.0,6/14/2019,2.64,5.0,2.0,75.0,,
46954353,Cozy Apartment in Washington Heigths,69800235895,verified,Mariarosa,Manhattan,Washington Heights,40.85148,-73.9301,United States,US,True,moderate,Entire home/apt,2013.0,$639 ,$128 ,2.0,2.0,11/5/2017,0.09,5.0,1.0,0.0,,
41420307,Cool Downtown Apartment in Great Location,65137005379,verified,Haifa,Manhattan,Lower East Side,40.71331,-73.99015,United States,US,False,moderate,Entire home/apt,2014.0,$997 ,$199 ,4.0,7.0,5/18/2019,0.43,4.0,2.0,3.0,,
17101433,private room in upper ditmars astoria wifi,28538927676,unconfirmed,Concetta,Queens,Ditmars Steinway,40.76826,-73.89391,United States,US,False,moderate,Private room,2019.0,$482 ,$96 ,1.0,5.0,12/30/2018,0.27,3.0,2.0,250.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
21865573,Studio Double | 2 Full Size Beds,841830877,verified,Chamber Hotel,Manhattan,Midtown,40.76197,-73.97562,United States,US,False,strict,Entire home/apt,2010.0,$824 ,$165 ,2.0,0.0,,,5.0,11.0,173.0,No parties. No loud music or noise late at night. No guests in the apartment. No smoking.,
6947950,Private Room Steps from Time Square,60180245106,unconfirmed,Brian,Manhattan,Hell's Kitchen,40.76039,-73.99002,United States,US,True,moderate,Private room,2011.0,$316 ,$63 ,2.0,11.0,8/22/2016,0.24,5.0,1.0,409.0,"- No smoking or open flames on the property - Please respect the peace and privacy of our neighbors  - Access Roslindale Urban Wild from street - do not jump backyard fence - Max of 3 occupants, please!",
